HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.851643300163772
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.445018677347818
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.581593877265266
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,12.860881723321674
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,12.346217123424942
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,11.97849427492585
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.37049747183795
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.400652222487443
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.8723110095329
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.027280851786465
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,12.024634698238335
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.346217123424942
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,12.79680219810959
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.048225140858627
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.921332906832516
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.569360674739151
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.538110062861273
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,12.544435950097602
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.087846386664895
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.613847143551201
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.429919949152627
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.03780782822595
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,12.48931738757702
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.170030874182908
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.675885797035555
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.24512026678084
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,12.575495982291072
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,12.746540563197815
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.78942449114218
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.819233001545173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.38024861693771
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.779498350372176
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.153847338005912
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,10.697542851527611
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.54758572714582
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,12.179163828972955
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.223612911694648
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,12.10854250343196
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.811401760178091
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.890330432244202
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.351958272082694
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.266174777931607
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.407747382228731
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.581322158778578
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.068739750629074
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.039364303984888
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.26199918981918
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.714959775740832
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,11.796170207017076
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.4023053257368
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.553855673297253
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,13.029704080902098
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.10854250343196
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,547,10.928668563118356
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.294925658999173
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,12.959321958491552
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.021975513334768
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.657654506155406
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.298966271455122
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,12.764421917487008
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.032558192096367
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.522108911478483
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.123071399026768
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.032558192096367
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.522108911478483
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.179163828972955
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,10.896405936645174
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.928668563118356
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.10854250343196
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.021975513334768
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.423890038008969
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.201637826240061
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.894507632615062
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.808983253744795
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.445018677347818
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.48931738757702
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.247004619485882
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.083854162805563
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.643469143597118
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,12.56008655204726
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.103652247930704
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.482628045510205
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,12.479266519061989
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.427442624995232
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.538110062861273
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.164927682194438
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.449091343637994
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.97849427492585
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.762266836943965
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,1980,9,910,11.251443810887574
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,13.039364303984888
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.45230752806778
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.383959383034016
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.479266519061989
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.743959781144863
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.170030874182908
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.94459099144752
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,12.614480087392462
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.430982635772097
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.158493497784258
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.502563308188346
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.637564941423099
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,12.505847554011094
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.941709885399888
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,10.99022966863375
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.019947411191485
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.174607777899595
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.505847554011094
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.495962279523955
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,13.00811234686771
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.160813739124558
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.451963503920148
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,13.174097774491777
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.23227144033159
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.078841365454132
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.48931738757702
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.544435950097602
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.950321963037172
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.441528093440446
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.16128070555655
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,11.53046081805929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.894785006800006
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.78274647407012
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,11.950321963037172
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.167557780910645
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,11.903351382581677
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.966588712960927
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.3384946730367
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.434510159065493
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.485309154398426
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,12.613010002681
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,10.997656651506864
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.13026014456919
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.192708745072041
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.777001343365509
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.430982635772097
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.48931738757702
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.60264835979242
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,12.682688739165505
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.146826760319465
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,13.00014376467812
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.563187492697292
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.94459099144752
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.458860432329608
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.796170207017076
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.85627318026259
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,12.10854250343196
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.938826986417865
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.766950493875076
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.597716879665969
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.629721346883976
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.308994690533542
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.223612911694648
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.396837622780362
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,12.485978309945345
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.636301908384956
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.132641367444291
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.534930250000462
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.531740293666903
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,11.026857492329965
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,12.779498350372176
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.501905162684691
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,12.643469143597118
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.553855673297253
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.040425298220613
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.99228518913999
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.711126645472914
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.645323854205353
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.3384946730367
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,10.845972208492759
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.822488885034224
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.88539895211775
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,12.813814431547321
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,13.045117255636578
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.247248177548682
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.751682231533106
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.62326538204989
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.90352732692958
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.314962924238245
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,12.27447400877728
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.032558192096367
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.90352732692958
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.314962924238245
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.97849427492585
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,13.082644940407082
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,12.76188693118902
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.05853505097316
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.788187701667258
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.754243185780854
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.762266836943965
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.165432926063477
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,13.039364303984888
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.294925658999173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,13.247004619485882
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.37049747183795
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.888446696705321
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.79680219810959
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.476883693622963
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.365266302432104
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.4023053257368
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.331493108315769
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.69081220247407
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.531740293666903
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,12.223612911694648
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,12.482628045510205
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,12.725708346346588
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,13.05083730005902
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.81087880122325
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.53046081805929
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.78274647407012
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.51400944894622
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.495066946668915
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.438025282665697
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.192708745072041
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.78486901859416
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.455417914065778
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,12.278597937334398
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.016641878076122
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.84932029680269
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.547703632306105
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.774498085703664
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,12.85627318026259
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.683376849193696
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.894785006800006
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.879282386927045
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.78942449114218
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.637738172007465
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.671641455485796
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.23227144033159
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.034018316772512
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.553855673297253
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.123071399026768
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.91760969120171
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,12.4023053257368
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.240855641952603
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.312741317790929
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.312741317790929
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,11.613847143551201
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.448497119448882
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.593679235337024
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.620345517819311
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.355077960298681
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.495962279523955
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.526108189767042
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.640607763301093
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.751682231533106
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,12.09380499712438
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.764421917487008
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.8723110095329
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.64145939103446
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.441528093440446
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.637738172007465
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,12.000468132113847
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.771988546014077
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.611537753638338
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.78274647407012
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.707114564560094
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.048225140858627
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.075985169527042
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.439494186884346
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.813814431547321
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.754243185780854
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.870040312137347
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.777001343365509
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.707114564560094
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.24512026678084
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,12.083854162805563
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.55072561424158
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.005888498350874
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.916762548783247
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.876213494179206
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.068739750629074
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,10.879875708458863
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.65200448506013
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.48931738757702
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.416746775745986
